italian,medieval
"Ben presto sarai nel punto dove l'occhio ti darà la risposta, vedendo la causa che produce questo fenomeno","Avaccio sarai dove di ciò ti farà l’occhio la risposta, veggendo la cagion che ’l fiato piove"
"La causa della caduta fu la maledetta superbia di colui che tu hai visto schiacciato da tutti i pesi del mondo, confitto al centro della Terra",Principio del cader fu il maladetto superbir di colui che tu vedesti da tutti i pesi del mondo costretto
se si guarda con attenzione e con intelletto integro,se ben si guarda con la mente sana
"per quello che la Musa Clio suona nel tuo verso non sembra che tu avessi ancora la fede, senza la quale le buone azioni sono insufficienti","per quello che Cliò teco lì tasta, non par che ti facesse ancor fedele la fede, sanza qual ben far non basta"
O alluvione riunita da quali selvaggi paesi stranieri per inondare le nostre care campagne!,O diluvio raccolto di che deserti strani per inondar i nostri dolci campi!
i miseri peccatori si voltano spesso,volgonsi spesso i miseri profani
"Tutti siamo solleciti a soddisfare il tuo piacere, affinché tu gioisca grazie a noi","Tutti sem presti al tuo piacer, perché di noi ti gioi"
"Né Pietro né gli altri presero da Mattia oro o argento, quando fu sorteggiato per prendere il posto perso da Giuda","Né Pier né li altri tolsero a Matia oro od argento, quando fu sortito al loco che perdé l’anima ria"
"dunque gli assassini e chi ferisce proditoriamente, distruttori e predoni, sono tutti tormentati in diverse schiere nel primo girone","onde omicide e ciascun che mal fiere, guastatori e predon, tutti tormenta lo giron primo per diverse schiere"
"Inoltre la brama di rivedere laura, che amore mi ispira, mi conduce a morte, senza che io non me ne accorga.",Poi quel dolce desio ch'amor mi spira menami a morte ch' i' non me n' aveggio.
Io presi a dire:,Io cominciai:
Il loro canto diceva:,Era la sua canzone:
"Io vedo bene come ormai risplende nel tuo intelletto la luce eterna di Dio, che è la sola ad accendere il desiderio di sé non appena viene vista","Io veggio ben sì come già resplende ne l’intelletto tuo l’etterna luce, che, vista, sola e sempre amore accende"
"E questi, dal quale il tuo sguardo torna su di me, è la luce di uno spirito che fu oppresso da gravi pensieri, tanto che la morte gli sembrò tarda:essa è la luce eterna di Sigieri di Brabante, che, esercitando l'insegnamento nella 'Via della paglia' a Parigi, dimostrò delle verità dottrinali che suscitarono invidie contro di lui","Questi onde a me ritorna il tuo riguardo, è ‘l lume d’uno spirto che ‘n pensieri gravi a morir li parve venir tardo: essa è la luce etterna di Sigieri, che, leggendo nel Vico de li Strami, silogizzò invidiosi veri"
"Poi quando ritornano le stelle a brillare nel cielo, comincio a piangere, desiderando che torni il giorno.","Poi quand'io veggio fiammeggiar le stelle, vo lagrimando, e disiando il giorno."
"Torna alla tua scienza, secondo la quale, quanto più una creatura è perfetta, tanto più sentirà il piacere e il dolore","Ritorna a tua scienza, che vuol, quanto la cosa è più perfetta, più senta il bene, e così la doglienza"
"Quelle tre donne che tu hai visto alla ruota destra del carro di Beatrice, diedero a lui il battesimo più di mille anni prima che questo sacramento fosse istituito","Quelle tre donne li fur per battesmo che tu vedesti da la destra rota, dinanzi al battezzar più d’un millesmo"
"e quell'ombra, che se ne stava tutta solitaria, si alzò dal luogo dove stava, dicendo:","e l’ombra, tutta in sé romita,  surse ver’ lui del loco ove pria stava, dicendo:"
"Non per questo smisi di parlare con ser Brunetto, e gli domandai chi fossero i suoi compagni di pena più importanti","Né per tanto di men parlando vommi con ser Brunetto, e dimando chi sono li suoi compagni più noti e più sommi"
"Uno si rivolse a Virgilio, e l'altro a un'anima che sedeva lì accanto, gridando:","L’uno a Virgilio e l’altro a un si volse che sedea lì, gridando:"
sei fuori dalle vie ripide e strette,"fuor se’ de l’erte vie, fuor se’ de l’arte"
"Quando mi allontanai da Circe, che mi tenne più di un anno là vicino a Gaeta, prima che Enea desse questo nome al promontorio, né la tenerezza per mio figlio, né la devozione per il mio vecchio padre, né il legittimo amore che doveva fare felice Penelope poterono vincere in me il desiderio che ebbi di diventare esperto del mondo, dei vizi e delle virtù degli uomini","Quando mi diparti’ da Circe, che sottrasse me più d’un anno là presso a Gaeta, prima che sì Enea la nomasse, né dolcezza di figlio, né la pieta del vecchio padre, né ’l debito amore lo qual dovea Penelopé far lieta, vincer potero dentro a me l’ardore ch’i’ ebbi a divenir del mondo esperto, e de li vizi umani e del valore"
"Il suo modo di procedere quasi divino. Il suo volto, la sua voce e il suo sorriso mi avevano fatto dimenticare a tal punto dove mi trovavo e fatto allontanare talmente dalla realtà, che mi chiedevo sospirando come fossi potuto pervenire in un luogo simile e quando vi ero giunto.","Cosí carco d'oblio il divin portamento e 'l volto e le parole e 'l dolce riso m' aveano, e sí diviso da l' imagine vera, ch' i' dicea sospirando: qui come venn' io o quando?"
"La prima volontà, che è buona di per sé, non si è mai mossa da se stessa che è il sommo bene","La prima volontà, ch’è da sé buona, da sé, ch’è sommo ben, mai non si mosse"
"Ora è necessario che l'Elicona versi per me l'ispirazione poetica, e che Urania mi aiuti insieme alle compagne a mettere in versi cose difficili anche solo a pensarsi","Or convien che Elicona per me versi, e Uranìe m’aiuti col suo coro forti cose a pensar mettere in versi"
"Il mio corpo si decompone sulla Terra, e resterà lì con tutti gli altri finché il numero di noi beati non raggiungerà il limite fissato dalla volontà divina","In terra è terra il mio corpo, e saragli tanto con li altri, che ‘l numero nostro con l’etterno proposito s’agguagli"
"Sembrerebbe, così impellicciata, figlia di un nobile della germania o della francia.","Par, sì lorina, figliuola d'un tuzzo de la magna o de franza veramente."
e due di fronte agli altri gridavano piangendo:,e due dinanzi gridavan piangendo:
"Vedevo dall'altra parte Briareo che giaceva dopo essere stato colpito dal fulmine di Giove, pesante a terra e gelato dalla morte","Vedea Briareo, fitto dal telo celestial giacer, da l’altra parte, grave a la terra per lo mortal gelo"
E lui mi disse:,Ed ei mi disse:
"E io sono tanto colpito dalla sua virtù che mi si spezza la voce, tanto che davanti a lei non avrei il coraggio di parlarle.",Ed io dal suo valor son assalito con sì fera battaglia di sospiri ch'avanti a lei di dir non seri' ardito.
Poi proseguì:,Poscia mi disse:
"Resisti, non ti dare per vinto nonostante che ti si mostri ostile, perché anche il frutto più aspro arriva a maturazione e diviene dolce dopo lunga attesa.","Sta' a la dura, non ti cessar per reo sembiante dato, ché molto amaro frutto si matura e diven dolce per lungo aspettato"
"Un intenso desiderio mi attira là dove non giunga l'ombra di un'altra montagna, verso la vetta più alta e aperta.","Ove d' altra montagna ombra non tocchi verso 'l maggiore e 'l piú espedito giogo, tirar mi suol un desiderio intenso."
"Ormai eravamo giunti al punto in cui lo stretto ponte roccioso si congiunge con il secondo argine, da dove ne parte un altro","Già eravam là ’ve lo stretto calle con l’argine secondo s’incrocicchia, e fa di quello ad un altr’arco spalle"
E lei:,Ed ella:
"Tanto che sono interrotte le strade dei pellegrinaggi che conducono alle chiese a loro dedicate, le quali furono luoghi di devozione ed ora sono diventate quasi covi di banditi, al punto che le loro porte son chiuse in faccia solamente ai buoni, e tra gli altari e le statue disadorne sembra che si organizzino solo imprese delittuose.","Che fur già sí devoti, ed ora in guerra quasi spelunca di ladron son fatti, tal ch' a' buon' solamente uscio si chiude, e tra gli altari e tra le statue ignude ogni impresa crudel par che se tratti."
"Privo di colore, distaccato dalla sostanza, collocato in un mezzo oscuro, respinge la luce.","For di colore, d'essere diviso, assiso, 'n mezzo scuro, luce rade."
Allora dissi:,Ond’io:
"Dal momento che figgi lo sguardo nell'oscurità troppo da lontano, avviene che poi i tuoi pensieri siano confusi","Però che tu trascorri per le tenebre troppo da la lungi, avvien che poi nel maginare abborri"
"e io, per confessare che avevo corretto il mio errore ed ero sicuro di aver capito, alzai la testa più diritta quanto era necessario a parlare","e io, per confessar corretto e certo me stesso, tanto quanto si convenne leva’ il capo a proferer più erto"
"E vidi poi ciò che prima non vedevo, cioè che stavamo scendendo e ruotando, perché si avvicinavano da diversi lati i grandi tormenti dei dannati","E vidi poi, ché nol vedea davanti, lo scendere e ’l girar per li gran mali che s’appressavan da diversi canti"
"e non sarei qui, se quando potevo ancora peccare non mi fossi rivolto a Dio","e ancor non sarei qui, se non fosse che, possendo peccar, mi volsi a Dio"
e io rimasi sulla strada con gli altri due che furono illustri maestri del mondo,e io rimasi in via con esso i due che fuor del mondo sì gran marescalchi
Vieni con lui,Vien con lui
"È questo qui, e non parla","Questi è desso, e non favella"
E l'idropico:,E l’idropico:
e con una tempesta impetuosa e tremenda si combatterà nel territorio pistoiese,e con tempesta impetuosa e agra sovra Campo Picen fia combattuto
"E come la giga e l'arpa, facendo vibrare le corde tese, producono un dolce suono anche per chi non distingue le singole note, così dai lumi che mi apparivano si raccoglieva nella croce una melodia che mi rapiva, anche se io non intendevo l'inno","E come giga e arpa, in tempra tesa di molte corde, fa dolce tintinno a tal da cui la nota non è intesa, così da’ lumi che lì m’apparinno s’accogliea per la croce una melode che mi rapiva, sanza intender l’inno"
al punto che per due volte li cacciai da Firenze,sì che per due fiate li dispersi
"Maestro, ciò che vedo muovere verso di noi non mi sembrano anime umane, e non so cosa sia, a tal punto non distinguo bene con la vista","Maestro, quel ch’io veggio  muovere a noi, non mi sembian persone,  e non so che, sì nel veder vaneggio"
Gli altri due guardavano e ognuno gridava:,"Li altri due ’l riguardavano, e ciascuno gridava:"
E lei non sorrideva,E quella non ridea
Uno rispose:,Rispuose l’un:
"Fratello, il mondo è cieco e tu dimostri di venire da lì","Frate, lo mondo è cieco, e tu vien ben da lui"
"infatti, se potrò ricordare qualcosa e rappresentarlo un poco in questi versi, si potrà comprendere meglio la tua vittoria","ché, per tornare alquanto a mia memoria e per sonare un poco in questi versi, più si conceperà di tua vittoria"
"e molti altri, e li rese tutti beati","e altri molti, e feceli beati"
allora lui:,ond’elli:
"Non perché nella viva luce che io guardavo ci fosse più di un unico aspetto, che è sempre identico a ciò che era prima","Non perché più ch’un semplice sembiante fosse nel vivo lume ch’io mirava, che tal è sempre qual s’era davante"
Non aspettare più una mia parola o un mio cenno,Non aspettar mio dir più né mio cenno
cominciò a dirmi con grande attenzione:,a dir mi cominciò tutto rivolto:
"I tuoi discorsi là non siano lunghi: aspettando il tuo ritorno, parlerò con questa belva per convincerla a concederci le sue forti spalle","Li tuoi ragionamenti sian là corti: mentre che torni, parlerò con questa, che ne conceda i suoi omeri forti"
"Essi si colpivano non solo con le mani, ma con la testa, il petto, i piedi, strappandosi la carne a morsi","Queste si percotean non pur con mano, ma con la testa e col petto e coi piedi, troncandosi co’ denti a brano a brano"
E lui rispose:,Ed elli a me:
"Maria badava più al fatto che le nozze fossero onorevoli che non alla sua bocca, che ora intercede per voi","Più pensava Maria onde fosser le nozze orrevoli e intere, ch’a la sua bocca, ch’or per voi risponde"
"La Chiesa militante non ha nessun altro figlio con maggiore speranza di Dante, come è scritto nel Sole","La Chiesa militante alcun figliuolo non ha con più speranza, com’è scritto nel Sol che raggia tutto nostro stuolo: però li è conceduto che d’Egitto vegna in Ierusalemme per vedere, anzi che ‘l militar li sia prescritto"
"E se mio fratello prevedesse questo, già eviterebbe l'avarizia degna dei Catalani perché non lo danneggi","E se mio frate questo antivedesse, l’avara povertà di Catalogna già fuggeria, perché non li offendesse"
mi ha mosso una virtù scesa dal Cielo e vengo accompagnato da lei,"virtù del ciel mi mosse, e con lei vegno"
"Così, adeguando i miei passi a quelli fidati del mio maestro, uscii fuori da quel fumo e rividi i raggi solari, già vicini all'orizzonte","Sì, pareggiando i miei co’ passi fidi del mio maestro, usci’ fuor di tal nube ai raggi morti già ne’ bassi lidi"
"Per quanto io invochi il mio ingegno, l'arte e l'esperienza, non potrei descrivere tutto ciò per renderne un'idea compiuta","Perch’io lo ‘ngegno e l’arte e l’uso chiami, sì nol direi che mai s’imaginasse"
